#node	identifier	domain_summary_url	annotation	other_names_and_aliases
TTC26	9606.ENSP00000419279	Intraflagellar transport protein 56; Component of the intraflagellar transport (IFT) complex B required for transport of proteins in the motile cilium. Required for transport of specific ciliary cargo proteins related to motility, while it is neither required for IFT complex B assembly or motion nor for cilium assembly. Required for efficient coupling between the accumulation of GLI2 and GLI3 at the ciliary tips and their dissociation from the negative regulator SUFU. Plays a key role in maintaining the integrity of the IFT complex B and the proper ciliary localization of the IFT compl [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=554:Pfam_TPR_8(57|88)+Pfam_TPR_8(91|113)+	79989,A0AVF1,A4D1S3,AAH13912.1,AAI26332.1,AAI30340.1,AC009220,AC018644,AK022633,AK295092,AK299132,AK300807,AL137393,B7Z2T3,B7Z5M0,B7Z6R6,BAB14143.1,BAH11969.1,BAH12956.1,BAH13352.1,BC013912,BC126331,BC130339,BC144151,C9J2N7,CAB70721.2,CCDS55172,CCDS55172.1,CCDS55173,CCDS55173.1,CCDS5852,CCDS5852.1,CCDS75665,CCDS75665.1,CCDS83230,CCDS83230.1,CH236950,CH471070,DYF13,EAL24039.1,EAW83906.1,ENSG00000105948,ENSP00000222666,ENSP00000339135,ENSP00000394021,ENSP00000397667,ENSP00000410655,ENSP00000418788,ENSP00000419178,ENSP00000419279,ENSP00000419639,ENSP00000443253,ENST00000222666,ENST00000343187,ENST00000343187.8,ENST00000411483,ENST00000430935,ENST00000430935.5,ENST00000435458,ENST00000464848,ENST00000464848.5,ENST00000468866,ENST00000468866.1,ENST00000474035,ENST00000474035.6,ENST00000476296,ENST00000476296.1,ENST00000478836,ENST00000478836.6,ENST00000479132,ENST00000479132.5,ENST00000481482,ENST00000481482.5,ENST00000495038,ENST00000495038.5,F8W724,F8WEZ4,FLJ12571,HGNC:21882,HPA036338,HPA036339,IFT56,IFT56_HUMAN,Intraflagellar transport protein 56,NM_001144920,NM_001144920.2,NM_001144923,NM_001144923.2,NM_001144923.3,NM_001287512,NM_001287512.2,NM_001287513,NM_001287513.2,NM_001318333,NM_001318333.2,NM_001321740,NM_001321740.2,NM_001321741,NM_001321741.2,NM_001321742,NM_001321742.1,NM_024926,NM_024926.3,NM_024926.4,NP_001138392,NP_001138392.1,NP_001138395,NP_001138395.1,NP_001274441,NP_001274441.1,NP_001274442,NP_001274442.1,NP_001305262,NP_001305262.1,NP_001308669,NP_001308669.1,NP_001308670,NP_001308670.1,NP_001308671,NP_001308671.1,NP_079202,NP_079202.2,NX_A0AVF1,OMIM:617453,OTTHUMG00000157472,Q96CU4,Q9H9S8,Q9NTC0,R-HSA-1852241,R-HSA-5617833,R-HSA-5620924,TPR repeat protein 26,TTC26,TTC26-201,TTC26-202,TTC26-203,TTC26-204,TTC26-205,TTC26-206,TTC26-207,TTC26-208,TTC26-209,TTC26-210,Tetratricopeptide repeat domain 26,Tetratricopeptide repeat protein 26,UPI000007003F,UPI000020FBAD,UPI0001914BE1,UPI0001915309,UPI0001929510,UPI0001929511,UPI0001B79250,URS0000E937EB,dyf-13,hsa:79989,tetratricopeptide repeat domain 26,uc003vus.4
TTC27	9606.ENSP00000313953	Tetratricopeptide repeat domain 27.	https://smart.embl.de/smart/DDvec.cgi?smart=843:TPR(527|560)+TPR(561|594)+TPR(595|628)+TPR(629|662)+	55622,A0A3B3IS02,A6NKJ0,AAH01248.2,AAH63791.1,AK000279,AK000665,AK027570,AL121656,AL133246,BAA91048.1,BAA91315.1,BAB55206.1,BC001248,BC063791,C9JVS4,CCDS33176,CCDS33176.1,ENSG00000018699,ENSP00000020245,ENSP00000313672,ENSP00000313953,ENSP00000374658,ENSP00000374660,ENSP00000392883,ENSP00000393327,ENSP00000398820,ENSP00000409230,ENSP00000410642,ENSP00000497009,ENST00000020245,ENST00000317875,ENST00000317907,ENST00000317907.8,ENST00000390008,ENST00000390010,ENST00000428527,ENST00000428527.1,ENST00000433416,ENST00000433416.5,ENST00000438654,ENST00000438654.1,ENST00000448773,ENST00000448773.5,ENST00000454690,ENST00000454690.1,ENST00000647819,ENST00000647819.1,F8WCH1,FLJ20272,H7C178,H7C329,H7C3A3,HGNC:25986,HPA031246,NM_001193509,NM_001193509.1,NM_001193509.2,NM_017735,NM_017735.4,NM_017735.5,NP_001180438,NP_001180438.1,NP_060205,NP_060205.3,NX_Q6P3X3,OTTHUMG00000152134,Q6P3X3,Q96SS5,Q9BVF1,Q9NWR4,Q9NXG4,TPR repeat protein 27,TTC27,TTC27-201,TTC27-202,TTC27-203,TTC27-204,TTC27-205,TTC27-206,TTC27-207,TTC27_HUMAN,Tetratricopeptide repeat domain 27,Tetratricopeptide repeat protein 27,UPI0000208226,UPI000173A48D,UPI000173A48E,UPI000173A48F,UPI000173A490,UPI000173A491,UPI000E6F0CEB,URS0000EB92E1,XM_005264416,XM_005264416.2,XM_011532958,XM_011532958.2,XP_005264473,XP_005264473.1,XP_011531260,XP_011531260.1,XR_002959314,XR_002959314.1,hsa:55622,tetratricopeptide repeat domain 27,uc002rom.4
TTC39B	9606.ENSP00000422496	Tetratricopeptide repeat protein 39B; Regulates high density lipoprotein (HDL) cholesterol metabolism by promoting the ubiquitination and degradation of the oxysterols receptors LXR (NR1H2 and NR1H3).	https://smart.embl.de/smart/DDvec.cgi?smart=682:Pfam_TPR_8(396|425)+Pfam_TPR_8(628|652)+	158219,A5PLN1,AAH38592.1,AAH42417.1,AAI42986.1,AK091187,AK298581,AK298998,AK301427,AL591393,B4DQ10,B4DQX4,B4DW93,BAC03603.1,BAG60772.1,BAG61086.1,BAG62955.1,BC038592,BC042417,BC142985,C9orf52,CCDS55294,CCDS55294.1,CCDS55295,CCDS55295.1,CCDS55296,CCDS55296.1,CCDS6477,CCDS6477.2,ENSG00000155158,ENSP00000285486,ENSP00000297615,ENSP00000337157,ENSP00000345709,ENSP00000347920,ENSP00000370230,ENSP00000370231,ENSP00000370234,ENSP00000370236,ENSP00000421923,ENSP00000422496,ENSP00000423392,ENSP00000426539,ENSP00000427314,ENSP00000442880,ENST00000285486,ENST00000297615,ENST00000297615.9,ENST00000336042,ENST00000352266,ENST00000355694,ENST00000380849,ENST00000380850,ENST00000380850.8,ENST00000380853,ENST00000380853.1,ENST00000380855,ENST00000463391,ENST00000505732,ENST00000505732.5,ENST00000506891,ENST00000506891.1,ENST00000507285,ENST00000507285.5,ENST00000507993,ENST00000507993.5,ENST00000512701,ENST00000512701.6,ENST00000541445,ENST00000582994,ENST00000582994.1,FLJ33868,H0YAJ6,HGNC:23704,HPA054804,HPA063162,NM_001168339,NM_001168339.1,NM_001168340,NM_001168340.1,NM_001168341,NM_001168341.1,NM_001168342,NM_001168342.1,NM_001168342.2,NM_152574,NM_152574.2,NP_001161811,NP_001161811.1,NP_001161812,NP_001161812.1,NP_001161813,NP_001161813.1,NP_001161814,NP_001161814.1,NP_689787,NP_689787.2,NX_Q5VTQ0,OMIM:613574,OTTHUMG00000019581,Q5VTQ0,Q8IVR7,Q8IXZ6,Q8N267,TPR repeat protein 39B,TT39B_HUMAN,TTC39B,TTC39B-201,TTC39B-202,TTC39B-203,TTC39B-204,TTC39B-205,TTC39B-206,TTC39B-207,TTC39B-208,TTC39B-209,Tetratricopeptide repeat domain 39B,Tetratricopeptide repeat protein 39B,UPI0000E0BA64,UPI0001AE6DE9,UPI0001BE810F,UPI0001BE8110,UPI0001D3B05C,URS00008B5271,XM_011517732,XM_011517732.2,XM_017014310,XM_017014310.1,XM_017014311,XM_017014311.1,XM_017014312,XM_017014312.1,XM_024447422,XM_024447422.1,XM_024447423,XM_024447423.1,XM_024447424,XM_024447424.1,XM_024447425,XM_024447425.1,XP_011516034,XP_011516034.1,XP_016869799,XP_016869799.1,XP_016869800,XP_016869800.1,XP_016869801,XP_016869801.1,XP_024303190,XP_024303190.1,XP_024303191,XP_024303191.1,XP_024303192,XP_024303192.1,XP_024303193,XP_024303193.1,XR_001746190,XR_001746190.1,chromosome 9 open reading frame 52,hsa:158219,tetratricopeptide repeat domain 39B,uc003zlr.3
TTK	9606.ENSP00000358813	Dual specificity protein kinase TTK; Phosphorylates proteins on serine, threonine, and tyrosine. Probably associated with cell proliferation. Essential for chromosome alignment by enhancing AURKB activity (via direct CDCA8 phosphorylation) at the centromere, and for the mitotic checkpoint.	https://smart.embl.de/smart/DDvec.cgi?smart=857:S_TKc(525|791)+	2.7.12.1,2X9E,2ZMC,2ZMD,3CEK,3DBQ,3GFW,3H9F,3HMN,3HMO,3HMP,3VQU,3W1F,3WYX,3WYY,3WZJ,3WZK,4B94,4BHZ,4BI0,4BI1,4BI2,4C4E,4C4F,4C4G,4C4H,4C4I,4C4J,4CV8,4CV9,4CVA,4D2S,4H7X,4H7Y,4JS8,4JT3,4O6L,4ZEG,5AP0,5AP1,5AP2,5AP3,5AP4,5AP5,5AP6,5AP7,5EH0,5EHL,5EHO,5EHY,5EI2,5EI6,5EI8,5LJJ,5MRB,5N7V,5N84,5N87,5N93,5N9S,5NA0,5NAD,5NTT,5O91,6B4W,6GVJ,6H3K,6N6O,7272,A8K8U5,AAA61239.1,AAH00633.1,AAH32858.1,AK292460,AK315696,AL133475,B2RDW2,BAF85149.1,BAG38059.1,BC000633,BC032858,CAA49912.1,CAB010166,CAB013229,CCDS4993,CCDS4993.1,CCDS55040,CCDS55040.1,CH471051,CHEMBL3983,CT96,D6REX1,D6RF82,D6RFY1,D6RIC6,Dual specificity protein kinase TTK,E1P543,EAW48699.1,EAW48700.1,EC 2.7.12.1,ENSG00000112742,ENSP00000230510,ENSP00000358813,ENSP00000403723,ENSP00000421406,ENSP00000421636,ENSP00000422936,ENSP00000424851,ENSP00000427483,ENSP00000487202,ENST00000230510,ENST00000230510.7,ENST00000369798,ENST00000369798.6,ENST00000430061,ENST00000430061.2,ENST00000502580,ENST00000502580.5,ENST00000504040,ENST00000504040.1,ENST00000504590,ENST00000504590.1,ENST00000509313,ENST00000509313.5,ENST00000509894,ENST00000509894.5,ENST00000511260,ENST00000511260.5,ENST00000515751,ENST00000515751.1,ENST00000627129,ENST00000627129.1,ESK,HGNC:12401,M86699,MPH1,MPS1,MPS1L1,NM_001166691,NM_001166691.1,NM_003318,NM_003318.4,NM_003318.5,NP_001160163,NP_001160163.1,NP_003309,NP_003309.2,NX_P33981,OMIM:604092,OTTHUMG00000015088,P33981,PYT,Phosphotyrosine picked threonine-protein kinase,Q15272,Q5TCS0,Q9BW51,Q9NTM0,Serine/threonine-protein kinase TTK/MPS1,TTK,TTK protein kinase,TTK-201,TTK-202,TTK-203,TTK-204,TTK-205,TTK-206,TTK-207,TTK-208,TTK-209,TTK-210,TTK-211,TTK_HUMAN,UPI0000073C7B,UPI00015DAA02,UPI0001D3BC14,UPI0001D3BC15,UPI0001D3BC16,UPI0003F4812E,X70500,XM_011536099,XM_011536099.2,XM_011536099.3,XM_011536100,XM_011536100.2,XM_011536100.3,XM_017011242,XM_017011242.2,XP_011534401,XP_011534401.1,XP_011534402,XP_011534402.1,XP_016866731,XP_016866731.1,cancer/testis antigen 96,hsa:7272,monopolar spindle 1 kinase,uc003pjb.5
TUBB4B	9606.ENSP00000341289	Tubulin beta-4B chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain; Belongs to the tubulin family.	https://smart.embl.de/smart/DDvec.cgi?smart=445:Tubulin(47|244)+Tubulin_C(246|383)+	10383,A2BFA2,AAH01911.1,AAH02783.1,AAH02885.1,AAH04188.1,AAH07889.1,AAH12835.1,AAH19359.1,AAH19829.1,AAH39175.1,AAH71889.1,BC001911,BC002783,BC002885,BC004188,BC007889,BC012835,BC019359,BC019829,BC039175,BC071889,BX255925,Beta2,CAA26203.1,CAB010880,CCDS7039,CCDS7039.1,CHEMBL1848,ENSG00000188229,ENSP00000341289,ENST00000340384,ENST00000340384.4,ENST00000604929,ENST00000604929.1,HGNC:20771,HPA043640,HPA046280,LCAEOD,NM_006088,NM_006088.5,NM_006088.6,NP_006079,NP_006079.1,NX_P68371,OMIM:602660,OTTHUMG00000131783,P05217,P68371,R-HSA-109582,R-HSA-112314,R-HSA-112315,R-HSA-112316,R-HSA-1266738,R-HSA-1280218,R-HSA-1445148,R-HSA-157858,R-HSA-162582,R-HSA-1640170,R-HSA-168249,R-HSA-168256,R-HSA-1852241,R-HSA-190828,R-HSA-190840,R-HSA-190861,R-HSA-190872,R-HSA-194315,R-HSA-195258,R-HSA-199977,R-HSA-199991,R-HSA-2132295,R-HSA-2262752,R-HSA-2467813,R-HSA-2500257,R-HSA-2555396,R-HSA-2565942,R-HSA-3371497,R-HSA-373760,R-HSA-380259,R-HSA-380270,R-HSA-380284,R-HSA-380287,R-HSA-380320,R-HSA-389957,R-HSA-389958,R-HSA-389960,R-HSA-389977,R-HSA-390466,R-HSA-391251,R-HSA-392499,R-HSA-422475,R-HSA-437239,R-HSA-438064,R-HSA-442755,R-HSA-446203,R-HSA-453274,R-HSA-5358351,R-HSA-5610787,R-HSA-5617833,R-HSA-5620912,R-HSA-5620924,R-HSA-5626467,R-HSA-5653656,R-HSA-5663220,R-HSA-597592,R-HSA-6798695,R-HSA-6807878,R-HSA-6811434,R-HSA-6811436,R-HSA-6811442,R-HSA-68877,R-HSA-68882,R-HSA-68886,R-HSA-69275,R-HSA-69278,R-HSA-8852276,R-HSA-8854518,R-HSA-8856688,R-HSA-8953897,R-HSA-8955332,R-HSA-948021,R-HSA-9609736,R-HSA-9619483,R-HSA-983189,R-HSA-983231,TBB4B_HUMAN,TUBB2,TUBB2C,TUBB4B,TUBB4B-201,TUBB4B-202,Tubulin beta,Tubulin beta 4B class IVb,Tubulin beta-2 chain,Tubulin beta-2C chain,Tubulin beta-4B chain,UPI000000D966,X02344,class IVb beta-tubulin,hsa:10383,tubulin beta 4B class IVb,tubulin, beta 2C,uc004cmh.2
TXLNB	9606.ENSP00000351206	Beta-taxilin; Promotes motor nerve regeneration (By similarity). May be involved in intracellular vesicle traffic; Belongs to the taxilin family.	https://smart.embl.de/smart/DDvec.cgi?smart=684:Pfam_Taxilin(143|450)+	167838,AAI15384.1,AAI15385.1,AB085905,AL158850,AL592434,AL831988,AL832322,AL834248,BAC92688.1,BC115383,BC115384,BX647633,Beta-taxilin,C6orf198,CAD38617.1,CAD38924.2,CAD91140.1,CAI45978.1,CCDS34545,CCDS34545.1,DKFZp451A175,ENSG00000164440,ENSP00000296924,ENSP00000321883,ENSP00000351206,ENSP00000356624,ENST00000296924,ENST00000321425,ENST00000358430,ENST00000358430.7,ENST00000367652,ENST00000367652.4,H7BY59,HGNC:21617,HPA030401,HPA030402,HPA030403,LST001,MDP77,Muscle-derived protein 77,NM_153235,NM_153235.3,NM_153235.4,NP_694967,NP_694967.3,NX_Q8N3L3,OMIM:611438,OTTHUMG00000015688,Q5HYH7,Q5VTF3,Q76L25,Q86T52,Q8N3L3,Q8N3S2,TXLNB,TXLNB-201,TXLNB-202,TXLNB_HUMAN,Taxilin beta,UPI0000072983,UPI000059D930,XM_005266836,XM_005266836.1,XM_011535505,XM_011535505.2,XM_011535505.3,XM_011535506,XM_011535506.2,XM_017010322,XM_017010322.1,XM_017010322.2,XM_024446341,XM_024446341.1,XP_005266893,XP_005266893.1,XP_011533807,XP_011533807.1,XP_011533808,XP_011533808.1,XP_016865811,XP_016865811.1,XP_024302109,XP_024302109.1,chromosome 6 open reading frame 198,dJ522B19.2,hMDP77,hsa:167838,taxilin beta,uc063rxd.1
UBE2L6	9606.ENSP00000287156	Ubiquitin/ISG15-conjugating enzyme E2 L6; Catalyzes the covalent attachment of ubiquitin or ISG15 to other proteins. Functions in the E6/E6-AP-induced ubiquitination of p53/TP53. Promotes ubiquitination and subsequent proteasomal degradation of FLT3.	https://smart.embl.de/smart/DDvec.cgi?smart=153:UBCc(5|149)+	1WZV,1WZW,2.3.2.23,2KJH,9246,A6NDM6,A8MY53,AAB86433.1,AAD17525.1,AAH32491.1,AF031141,AF061736,AJ243268,AJ243269,AJ243270,AJ243271,AK093462,AK226165,AK315755,AP002893,BAG38109.1,BC032491,CAB073407,CAB64566.1,CAG33407.1,CCDS7960,CCDS7960.1,CCDS7961,CCDS7961.1,CH471076,CR457126,E2 ubiquitin-conjugating enzyme L6,E9PKW8,E9PQT7,EAW73757.1,EAW73759.1,EC 2.3.2.23,ENSG00000156587,ENSP00000287156,ENSP00000319467,ENSP00000341980,ENSP00000378545,ENSP00000378547,ENSP00000434348,ENSP00000435265,ENST00000287156,ENST00000287156.8,ENST00000323633,ENST00000340573,ENST00000340573.8,ENST00000395113,ENST00000395115,ENST00000526659,ENST00000526659.1,ENST00000527022,ENST00000527022.1,ENST00000528275,ENST00000528275.1,HGNC:12490,HPA003328,NM_004223,NM_004223.4,NM_004223.5,NM_198183,NM_198183.2,NP_004214,NP_004214.1,NP_937826,NP_937826.1,NX_O14933,O14933,OMIM:603890,OTTHUMG00000167047,Q8N5D8,Q9UEZ0,R-HSA-110313,R-HSA-1169408,R-HSA-1169410,R-HSA-1280215,R-HSA-1280218,R-HSA-168249,R-HSA-168256,R-HSA-168928,R-HSA-392499,R-HSA-5656169,R-HSA-73893,R-HSA-73894,R-HSA-913531,R-HSA-936440,R-HSA-977225,R-HSA-983168,R-HSA-983169,RIG-B,Retinoic acid-induced gene B protein,UB2L6_HUMAN,UBCH8,UBE2L6,UBE2L6-201,UBE2L6-202,UBE2L6-203,UBE2L6-204,UBE2L6-205,UPI00000712E4,UPI0000213DB5,UPI0001F77C1D,UPI0001F77C1E,UbcH8,Ubiquitin carrier protein L6,Ubiquitin conjugating enzyme E2 L6,Ubiquitin-conjugating enzyme E2 L6,Ubiquitin-protein ligase L6,Ubiquitin/ISG15-conjugating enzyme E2 L6,hsa:9246,ubiquitin conjugating enzyme E2 L6,ubiquitin-conjugating enzyme E2L 6,uc001nkn.3
UBIAD1	9606.ENSP00000366006	UbiA prenyltransferase domain-containing protein 1; Prenyltransferase that mediates the formation of menaquinone- 4 (MK-4) and coenzyme Q10. MK-4 is a vitamin K2 isoform present at high concentrations in the brain, kidney and pancreas, and is required for endothelial cell development. Mediates the conversion of phylloquinone (PK) into MK-4, probably by cleaving the side chain of phylloquinone (PK) to release 2-methyl-1,4-naphthoquinone (menadione; K3) and then prenylating it with geranylgeranyl pyrophosphate (GGPP) to form MK-4. Also plays a role in cardiovascular development independe [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=338:Pfam_UbiA(61|326)+	2.5.1.-,29914,AAD27581.1,AAH04468.1,AAP35478.1,AF117064,AK074890,AK222808,AL031291,B3KQG3,BAD96528.1,BAG52025.1,BC004468,BT006832,CCDS129,CCDS129.1,CCDS81260,CCDS81260.1,CH471130,EAW71686.1,EC 2.5.1.-,ENSG00000120942,ENSP00000240179,ENSP00000366000,ENSP00000366006,ENSP00000383689,ENSP00000473453,ENSP00000473612,ENST00000240179,ENST00000376804,ENST00000376804.2,ENST00000376810,ENST00000376810.5,ENST00000400896,ENST00000483738,ENST00000483738.1,ENST00000486588,ENST00000486588.6,HGNC:30791,HPA044862,Menadiol prenyltransferase,NM_001330349,NM_001330349.1,NM_001330350,NM_001330350.1,NM_013319,NM_013319.2,NP_001317278,NP_001317278.1,NP_001317279,NP_001317279.1,NP_037451,NP_037451.1,NX_Q9Y5Z9,OMIM:611632,OTTHUMG00000002075,Q53GX3,Q5THD4,Q9Y5Z9,R-HSA-1430728,R-HSA-196854,R-HSA-6806664,R-HSA-6806667,R4GN21,R4GNE3,SCCD,Schnyder crystalline corneal dystrophy,TERE1,Transitional epithelial response protein 1,UBIA1_HUMAN,UBIAD1,UBIAD1-201,UBIAD1-202,UBIAD1-203,UBIAD1-204,UPI0000073E35,UPI0000205F61,UPI0002B8325A,UPI0002B83285,UbiA prenyltransferase domain containing 1,hsa:29914,transitional epithelia response protein,uc001asg.4
UBQLN1	9606.ENSP00000365576	Ubiquilin-1; Plays an important role in the regulation of different protein degradation mechanisms and pathways including ubiquitin- proteasome system (UPS), autophagy and endoplasmic reticulum-associated protein degradation (ERAD) pathway. Mediates the proteasomal targeting of misfolded or accumulated proteins for degradation by binding (via UBA domain) to their polyubiquitin chains and by interacting (via ubiquitin-like domain) with the subunits of the proteasome. Plays a role in the ERAD pathway via its interaction with ER-localized proteins UBXN4, VCP and HERPUD1 and may form a lin [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=589:UBQ(37|107)+STI1(182|210)+STI1(212|251)+STI1(387|434)+STI1(438|470)+UBA(547|585)+	29979,2JY5,2JY6,2KLC,A0A024R258,A0A024R284,AAD49751.3,AAG02473.1,AAH10066.1,AAH39294.1,AB035275,AEE61129.1,AF176069,AF293384,AK074535,AL136643,AL354920,BAB20436.1,BC010066,BC039294,CAB037256,CAB66578.1,CCDS6663,CCDS6663.1,CCDS6664,CCDS6664.1,CH471089,DA41,DSK2,EAW62659.1,EAW62661.1,EAW62663.1,EAW62664.1,ENSG00000135018,ENSP00000257468,ENSP00000297810,ENSP00000365571,ENSP00000365576,ENSP00000434194,ENSP00000436912,ENST00000257468,ENST00000257468.11,ENST00000297810,ENST00000376391,ENST00000376395,ENST00000376395.8,ENST00000526134,ENST00000526134.1,ENST00000527373,ENST00000527373.1,ENST00000529923,ENST00000529923.1,ENST00000533705,ENST00000533705.5,H0YDS0,H0YEZ9,HGNC:12508,HM005532,HPA054143,NM_013438,NM_013438.4,NM_013438.5,NM_053067,NM_053067.2,NM_053067.3,NP_038466,NP_038466.2,NP_444295,NP_444295.1,NX_Q9UMX0,OMIM:605046,OTTHUMG00000020104,PLIC-1,PLIC1,Protein linking IAP with cytoskeleton 1,Q5T6J5,Q5T6J9,Q8IXS9,Q8N2Q3,Q9H0T8,Q9H3R4,Q9HAZ5,Q9UMX0,R-HSA-199991,R-HSA-5653656,R-HSA-8856825,R-HSA-8856828,UBQL1_HUMAN,UBQLN1,UBQLN1-201,UBQLN1-202,UBQLN1-203,UBQLN1-204,UBQLN1-205,UBQLN1-206,UBQN,UPI0000038DA1,UPI000013E45A,UPI0001F78506,UPI0001F78507,URS0000D6E247,URS0000D6EB88,Ubiquilin,Ubiquilin 1,Ubiquilin-1,XDRP1,XM_005251948,XM_005251948.3,XP_005252005,XP_005252005.1,hPLIC-1,hsa:29979,ubiquilin 1,uc004amv.4
UFL1	9606.ENSP00000358283	E3 UFM1-protein ligase 1; E3 protein ligase that mediates ufmylation, the covalent attachment of the ubiquitin-like modifier UFM1 to substrate proteins, a post-translational modification on lysine residues of proteins that may play a crucial role in a number of cellular processes. Mediates DDRGK1 ufmylation and may regulate the proteasomal degradation of DDRGK1 and CDK5RAP3 thereby modulating NF-kappa-B signaling. May also play a role in nuclear receptor-mediated transcription through TRIP4 ufmylation. May play a role in the unfolded protein response, mediating the ufmylation of multip [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=794:Pfam_E3_UFM1_ligase(7|284)+	2.3.2.-,23376,A0PJ53,AAH15377.1,AAH28608.1,AAH36379.1,AB018319,AK295934,AL132776,AL590404,B4DJ57,BAA34496.1,BAG58719.1,BC015377,BC028608,BC036379,C0H5X5,CCDS5034,CCDS5034.1,CH471051,E3 UFM1-protein ligase 1,E3 UFM1-protein transferase 1,EAW48507.1,EC 2.3.2.-,ENSG00000014123,ENSP00000243271,ENSP00000313662,ENSP00000343666,ENSP00000358283,ENSP00000358290,ENST00000243271,ENST00000317950,ENST00000342124,ENST00000369278,ENST00000369278.4,ENST00000369284,ENST00000461673,ENST00000461673.1,HGNC:23039,HPA030558,HPA030559,HPA030560,KIAA0776,MAXER,Maxer,Multiple alpha-helix protein located at ER,NLBP,NM_015323,NM_015323.4,NM_015323.5,NP_056138,NP_056138.1,NX_O94874,Novel LZAP-binding protein,O94874,OMIM:613372,OTTHUMG00000015238,Q8N765,Q9NTQ0,R-HSA-1280218,R-HSA-168256,R-HSA-983168,R-HSA-983169,RCAD,Regulator of C53/LZAP and DDRGK1,Regulator of CDK5RAP3 and DDRGK1,UFL1,UFL1-201,UFL1-202,UFL1_HUMAN,UFM1 specific ligase 1,UFM1-specific ligase 1,UPI0000072D61,URS00008C257A,hsa:23376,novel LZAP-binding protein,uc003por.4
UPF1	9606.ENSP00000470142	Regulator of nonsense transcripts 1; RNA-dependent helicase and ATPase required for nonsense- mediated decay (NMD) of mRNAs containing premature stop codons. Is recruited to mRNAs upon translation termination and undergoes a cycle of phosphorylation and dephosphorylation; its phosphorylation appears to be a key step in NMD. Recruited by release factors to stalled ribosomes together with the SMG1C protein kinase complex to form the transient SURF (SMG1-UPF1-eRF1-eRF3) complex. In EJC-dependent NMD, the SURF complex associates with the exon junction complex (EJC) (located 50-55 or more n [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=1129:Pfam_UPF1_Zn_bind(121|272)+Pfam_AAA_11(481|604)+Pfam_AAA_12(691|888)+	2GJK,2GK6,2GK7,2IYK,2WJV,2WJY,2XZO,2XZP,3.6.4.-,5976,6EJ5,A0A024R7L5,A0A024R7L8,AAB94785.1,AAC26788.1,AAC50771.1,AAC51140.1,AAH39817.1,AC003972,AF074016,ATP-dependent helicase RENT1,AZI15648.1,BAA19664.2,BC039817,CCDS12386,CCDS12386.1,CCDS74315,CCDS74315.1,CH471106,D86988,EAW84738.1,EAW84739.1,EAW84740.1,EAW84741.1,EAW84742.1,EC 3.6.4.-,ENSG00000005007,ENSP00000262803,ENSP00000376170,ENSP00000389341,ENSP00000406512,ENSP00000470142,ENST00000262803,ENST00000262803.9,ENST00000392361,ENST00000418384,ENST00000447615,ENST00000594243,ENST00000594243.1,ENST00000594504,ENST00000594504.5,ENST00000596842,ENST00000596842.5,ENST00000598209,ENST00000598209.5,ENST00000598471,ENST00000598471.1,ENST00000599848,ENST00000599848.5,ENST00000600012,ENST00000600012.5,ENST00000600310,ENST00000600310.5,ENST00000600689,ENST00000600689.1,ENST00000600868,ENST00000600868.5,ENST00000601689,ENST00000601689.1,ENST00000601981,ENST00000601981.5,HGNC:9962,HPA019587,HPA020857,HUPF1,KIAA0221,MH183201,NM_001297549,NM_001297549.1,NM_001297549.2,NM_002911,NM_002911.3,NM_002911.4,NORF1,NP_001284478,NP_001284478.1,NP_002902,NP_002902.2,NX_Q92900,Nonsense mRNA reducing factor 1,O00239,O43343,OMIM:601430,OTTHUMG00000183025,Q86Z25,Q92842,Q92900,R-HSA-8953854,R-HSA-927802,R-HSA-975956,R-HSA-975957,RENT1,RENT1_HUMAN,Regulator of nonsense transcripts 1,U59323,U65533,UP Frameshift 1,UPF1,UPF1 RNA helicase and ATPase,UPF1, RNA helicase and ATPase,UPF1-201,UPF1-202,UPF1-203,UPF1-204,UPF1-205,UPF1-206,UPF1-207,UPF1-208,UPF1-209,UPF1-210,UPF1-211,UPF1-212,UPF1-213,UPI0000001C89,UPI00001344ED,URS0000E970E9,URS0000EAADAC,URS0000EB0AE7,URS0000EC03FF,Up-frameshift suppressor 1 homolog,XM_017027105,XM_017027105.2,XM_017027106,XM_017027106.2,XP_016882594,XP_016882594.1,XP_016882595,XP_016882595.1,hUpf1,hsa:5976,pNORF1,regulator of nonsense transcripts 1,smg-2,uc002nkf.4
